codebook,cname,edate,ccode,year,month,coup,confidence,added,coder,cmps,mmdd,Narrative,confirmed,sources,location1,location2,location3,location4,location5,location6,location7,location8,Johnson
,Ethiopia,4/7/1974,530,1974,4,0,1,1,cmps,1,0,"Third division troops in Harar mutinied, taking over a radio station and demanding the dismissal of the army chief of staff. The concerns over the chief of staff may have stemmed from corruption, with a mutineer statement reading, ""it is our duty as members of the armed forces to see to it that the criminals in power are brought to justice.""",,1. Ethiopian troops in a new uprising. The New York Times. April 8 1974. PROQ. 2. Ethiopian Soldiers in a New Uprising Over food prices. The New York Times. April 13 1974. PROQ.,"Harar, Ethiopia",,,,,,,,
,Ethiopia,4/12/1974,530,1974,4,0,1,1,cmps,1,0,"Troops of the mechanized brigade of the Third Divison in Jijiga mutinied, demanding an end to grain hoarding, high food prices, and profiteering. They further demanded that courts act more speedily to prosecute grain dealers.",,1. Ethiopian premier orders former officials detained. The New York Times. April 19 1974. PROQ. 2. World News Brief: Troops end revolt in Ethiopia town. The New York Times. April 14 1974. PROQ. 3. Ethiopian soldiers in a new uprising over food prices. The New York Times. April 13 1974. PROQ.,"Jijiga, Ethiopia",,,,,,,,
,Ethiopia,4/26/1974,530,1974,4,0,1,1,cmps,1,0,"Ethiopian army units mutinied in Addis Ababa, taking some ministers of the former government hostage and demanding that all former minsters be arrested. The mutiny ended when the commander promised that all minsters would be arrested. The grievances prompting the arrests centered on corruption of the prior regime.",,1. Three top generals in Ethiopia reported arrested by army. The New York Times. April 29 1974. PROQ. 2. Ethiopian units mutiny in capital. The New York Times. April 27 1974. Google. Available from: https://www.nytimes.com/1974/04/27/archives/ethiopian-units-mutiny-in-capital-cabinet-meeting-spurs-talk-of.html,"Addis Ababa, Ethiopia",,,,,,,,
,Ethiopia,6/28/1974,530,1974,6,0,1,1,cmps,1,1,"Troops mutinied in Addis Ababa, forcing radio employees to read statements denouncing cabinet ministers, army officers, and other officials taken hostage by the mutineers. Their grievances stemmed from the slow pace of reform and the refusal to try ministers the soldiers believed to be corrupt. Soldiers took control of key points of the city and the mutiny spread to Asmara. The mutiny ended when Emperor Selassie granted the five demands put forth by the mutineers, including amnesty for political prisoners.",,"1. Ethiopian troops reported holding parts of the capital. The New York Times. June 29 1974. PROQ. 2. Ethiopia troops seize key centers in the capital. The New York Times. June 30 1974. PROQ. 3. Ethiopian military seizes aides of previous cabinet. July 1 1974. PROQ. 4. Army in Ethiopia tightens its grip. The New York Times. July 2 1974. PROQ. 5. Ethiopia's armed forces isolating Haile Selassie. The New York Times. July 3 1974. PROQ. 6. Selassie grants 5 concessions to army, including an amnesty. The New York Times. July 4 1974. PROQ. 7.","Addis Ababa, Ethiopia","Asmara, Ethiopia",,,,,,,
,Ethiopia,10/7/1974,530,1974,10,0,0,0,jmp,0,0,"""Troublemakers"" from the Engineers unit are arrested in Addis and Army Aviation bases",,"1. Lefort 1983, 71",,,,,,,,,
,Ethiopia,3/31/1975,530,1975,3,0,0,0,jmp,0,0,Soldiers executed for indispline in Eritra--look into,,,,,,,,,,,
,Ethiopia,9/10/1977,530,1977,9,0,1,2,jmp,0,0,Soldiers abandon Jijiga after a mutiny,,1. Le Monde 11/7/1977,,,,,,,,,
,Ethiopia,7/3/2005,530,2005,7,0,1,1,cmps,1,0,"More than 100 soldiers mutinied in Fetche, blocking a major highway, seizing vehicles, and demanding to be paid their peacekeeping allowances from a mission in Liberia. The soldiers removed the roadblocks after a discussion with officials.",,"1. Ethiopian peacekeepers stage six-demo to demand pay. Agence France Presse. July 3 2005. LN. 2. Ethiopia soldiers block cars in pay dispute. AP Worldstream. July 3 2005. LN. 3. Ethiopia's U.N. Peacekeepers block road in pay dispute. US Fed News. July 3 2005. LN. 4. Ethiopian highway reopens after briefly blockaded by soldiers. Xinhua General News Services. July 3 2005. LN. 5. Ethiopian government says pay dispute resolved. US Fed News. July 4 2005. LN. 6. Ethiopia; Gov't, soldiers agree on payment. Africa News. July 5 2005. LN.","Fetche (Fiche), Ethiopia",,,,,,,,
,Ethiopia,10/11/2018,530,2018,10,0,1,1,cmps,1,0,"Hundreds of protesting elite soldiers, some armed, mutinied, marching to the national palace in Addis Ababa to demand a pay raise. There they confronted the PM (Abiy Ahmed) and made demands. The mutiny was deescalated when the PM ordered the mutineers to engage in training drills with him. 66 officers were punished for the ""illegal march.""",,1. Ethiopia - Addis Ababa incident raises questions over army loyalty. AllAfrica.com. October 11 2018. Google. 2. Armed soldiers on our streets conjures painful memories [column]. Addis Fortune. October 20 2018. LN. 3. Abiy Ahmed: protesting Ethiopian soldiers wanted to kill me. BBC News. October 18 2018. Google. 4. Ethiopia: Member of army marched to PM office penalized. AllAfrica.com. December 13 2018. Google. 5. Africa Research Bulletin October 2018. 55(10): 22031-066. 6. Ethopia soldiers protest over pay at Ethiopia PM's office. The Daily Monitor. October 11 2018. Google.,"Addis Ababa, Ethiopia",,,,,,,,
,Ethiopia,8/?/1977,530,1977,8,0,1,2,jmp,0,0,Air Force mutiny reported,,1. Le Monde 8/6/1977,,,,,,,,,
,Eritrea,1/21/2013,531,2013,1,0,1,1,cmps,1,1,"About 200 troops mutinied in Asmara, taking control of the Information Ministry and state-run TV. The mutineers forced employees to announce their demands which included the release of all political prisoners and the implementation of a constitution. Loyalist troops quelled the rebellion.",,"1. Eritrea's president breaks silence over army mutiny incident. Sudan Tribune. February 10 2013. Google. 2. Coup attempt by rebel soldiers said to fail in Eritrea. St. Paul Pioneer Press. January 20 2013. LN. 3. Eritrea; Rumors of military coup in Eritrea. Africa News. January 21 2013. LN. 4. Eritrea; Tanks roll against apparent coup. Africa News. January 21 2013. LN. 5. Eritrea; Eritrean mutineers surround information ministry. Africa News. January 21 2013. LN. 6. Eritrean troops besiege mutineers in Asmara. Agence France Presse. January 21 2013. LN. 7. Eritrean troops besiege mutineers in Asmara: diplomats. Agence France Presse. January 21 2013. LN. 8. Report of unrest in small African nation Eritrea. The Associated Press. January 21 2013. LN. 9. Eritrean military take over ministry, state TV opposition radio. BBC Monitoring Africa. January 21 2013. LN. 10. Eritrean soldiers force media to call for release of political prisoners. The Independent. January 21 2013. LN. 11. Dissident Eritrean troops force TV director to demand release of political prisoners. Scotsman. January 21 2013. LN. 12. Disillusioned Eritrean troops in stand-off outside ministry. Scotland on Sunday. January 21 2013. LN. 13. Reports: Soldiers seize Eritrean information ministry. Voice of America News. January 21 2013. LN. 14. Group of soldiers gather at Eritrean communication ministry but no coup attempt: diplomat. Xinhua General News Service. January 21 2013. LN. 15. Eritrea mutiny over, city reported calm. Agence France Presse. Janaury 22 2013. LN. 16. Eritrea mutiny over as government, opposition say ""all calm."" Agence France Presse. January 22 2013. LN.","Asmara, Eritrea",,,,,,,,
,Eritrea,5/?/2022,531,2022,5,0,1,2,jmp,0,0,52 muslim EDF soldiers mutiny at Badda after being probihited from praying,,1. Fate of Eritrean troop who fled. Eritrea hub/Africa Intelligence,,"Badda, Eritrea",,,,,,,
,Angola,7/17/1990,540,1990,7,0,0,0,jmp,0,1,Is this infighting rather than a mutiny?,,MMDD,,,,,,,,,
,Angola,12/12/1990,540,1990,12,0,0,0,jmp,0,1,Is this desertion?,,MMDD,,,,,,,,,
,Angola,3/7/1991,540,1991,3,0,1,2,jmp,0,1,Soldiers in Uige mutinied over insufficient rations,,MMDD,,,,,,,,,
,Angola,9/4/1991,540,1991,9,0,1,2,jmp,0,1,Potential mutiny in Cahama,,,,,,,,,,,
,Angola,12/27/1991,540,1991,12,0,1,1,cmps,1,0,"Soldiers mutinied in Menongue city, demanding payment arrears, threatened to rob a bank, and raided Kuando Kubango Military Command.",,1. South and Southern Africa in Brief; Angola UNITA says FAPLA troops on strike over unpaid salaries; mutiny reported. BBC Summary of World Broadcasts. January 10 1992. LN. 2. Angolan Soldiers rioted in protest against nonpayment of wage arrears. January 10 1992. Xinhua General News Service. LN,"Menongue City, Angola",,,,,,,,
,Angola,4/20/1992,540,1992,4,0,1,2,jmp,0,1,Potential mutiny in Lunda province,details,MMDD,,,,,,,,,
,Angola,9/5/1992,540,1992,9,0,1,2,jmp,0,1,"Soldiers mutiny in Cabinda, demaning salaries, demobilization, and repatration to home regions (reported prior to Soyo mutiny)",,"1. Army mutiny kills nine in Cabinda, Le MOnde Sept 15, 1992",Cabinda Province,,,,,,,,
,Angola,9/23/1992,540,1992,9,0,0,0,jmp,0,1,50 demobilized soldiers mutiny,,MMDD,,,,,,,,,
,Mozambique,7/29/1992,541,1992,7,0,1,1,cmps,1,0,"Mutinying troops in Manhica blocked the national highway and began shooting in the air, demanding three months of back pay. The following day the mutiny spread, with troops blocking roads in Palmeira and Alvor.",,1. Mozambican commandos in mutiny. The Xinhua General Overseas News Service. July 30 1992. LN. 2. Mozambique Troops block road in protest at non-payment of salaries. BBC Summary of world broadcasts. Jumy 31 1992. LN. 3. Four opposition members captured in failed coup attempt. The Associated Press. July 29 1992. LN.,"Palmeira, Mozambique","Alvor, Mozambique","Manhica, Mozambique",,,,,,
,Mozambique,8/1/1992,541,1992,8,0,1,1,cmps,1,1,"Soldiers in Marracuene and Manhica mutinied, blocking the main road and demanding 9 months of back pay and better food.",,"1. Mozambique Portuguese radio says Maputo garrison mutiny over pay and bad food. BBC Summary of World Broadcasts. August 3 1992. LN. 2. More Mozambican soldiers protest against non-payment of wages. The Xinhua General Overseas News. August 2 1992. LN. 3. Mozambican mutiny over, army chief says.","Marracuene, Mozambique","Manhica, Mozambique",,,,,,,
,Mozambique,1/14/1993,541,1993,1,0,1,2,jmp,0,1,Possible mutiny in Chimoio over food and demobilization/reintegration?,,MMDD,,,,,,,,,
,Mozambique,3/30/1993,541,1993,3,0,1,1,cmps,1,0,"Presidential guard troops mutinied, demanding back pay, possibly holding their commander hostage. The mutiny was put down and at least 600 mutineers were arrested.",,1. Mozambique: Unconfirmed reports of end to mutiny at Maputo barracks. BBC Summary of World Broadcasts. April 2 1993. LN. 2. Seven wounded as mutiny put down. The Associated Press. March 31 1993. LN.,"Maputo, Mozambique",,,,,,,,
,Mozambique,4/7/1993,541,1993,4,0,0,0,jmp,0,1,100 demobilized soldiers mutiny over pay/benefits,,,,,,,,,,,
,Mozambique,10/25/1993,541,1993,10,0,1,1,cmps,1,0,"Mutinying soldiers blocked the Berio-Chimoio road and fired into the air, demanding payment of salary arrears.",,1. Mozambique - Zimbabwe road reopened after mutiny. Agence France Presse. October 26 1993. LN. 2. Soldiers block road to Zimbabwe until salaries are paid. BBC Summary of world broadcasts. October 27 1993. LN.,"Beira Corridor at Dondo (Sofala province), Mozambique",,,,,,,,
,Mozambique,12/27/1993,541,1993,12,0,0,1,cmps,1,0,"Soldiers in Nampula threatened to mutiny if they did not receive their promised demobilization subsidies. When the government did not pay, they took over a railway station and would not allow supplies (food and water) into the town; removed as not active",,1. Troops reportedly threaten mutiny if no bonus received. BBC Summary of world broadcasts. December 14 1993. LN. 2. Mutinous soldiers occupy railway station in Nampula Province. BBC Summary of world broadcasts. December 22 1993. LN. 3. Nacala-Nampula railway reopens after soldiers mutiny. BBC Summary of world broadcasts. December 24 1993. LN.,"Nampula, Mozambique",,,,,,,,
,Mozambique,1/19/1994,541,1994,1,0,1,1,cmps,1,0,"Soldiers mutinied in Magude and Massinga, demanding their annual bonuses and improved logistics. The soldiers took over the highway and fired into the air.",,1. Government soldiers mutiny over annual bonus and logistics; bonuses paid. BBC Summary of world broadcasts. January 13 1994. LN. 2. Government soldiers in Magude mutiny to demand 1993 annual bonus. BBC Summary of world broadcasts. January 22 1994. LN.,"Magude, Mozambique","Massinga, Mozambique",,,,,,,
,Mozambique,6/6/1994,541,1994,6,0,1,1,cmps,1,0,"Troops in Mocuba mutinied, destroying houses and storming the local market, demanding immediate demobilization. The soldiers were attacked by civilians attempting to stop the rampage.",,1. Civilians kill two government mutineers. Agence France Presse. June 9 1994. LN. 2. Situation in Mocuba district calm after soldier reportedly killed in clashes. BBC Summary of world broadcasts. June 11 1994. LN.,"Mocuba, Mozambique",,,,,,,,
,Mozambique,7/1/1994,541,1994,7,0,1,2,jmp,0,1,Soldiers mutiny over delay in demobilization,verify government forces,MMDD,,,,,,,,,
,Mozambique,7/9/1994,541,1994,7,0,1,1,cmps,1,1,Mutinying Renamo troops blocked the national highway and took travelers hostage. They demanded promised salaries and food.,,"1. Renamo guerrillas in Dombe end mutiny, free hostages. BBC Summary of world broadcasts. July 15 1994. LN. 2. Renamo mutineers block main road, take travellers hostage. BBC Summary of world broadcasts. July 14 1994. LN.","Dombe, Mozambique",,,,,,,,
,Mozambique,7/18/1994,541,1994,7,0,1,1,cmps,1,0,"Soldiers in Namialo occupied the police station, seizing guns and firing at police and blocking the main toad to Nacala. The mutineers were demanding quicker demobilization. The mutiny spread to Maputo where they released all prisoners from the jail.",,"1. Four killed as troops riot. Associated Press Worldstream. July 18 1994. LN. 2. Government troop mutinies spread to Gaza, Inhambane Provinces. BBC Summary of world broadcasts. July 22 1994. LN. 3. Mutiny occurs in northern Mozambique. Xinhua News Agency. July 19 1994. LN.","Namialo, Mozambique","Maputo, Mozambique",,,,,,,
,Mozambique,7/26/1994,541,1994,7,0,1,1,cmps,1,1,"Soldiers mutinied in Maputo, seizing a tank and roaming the city, robbing civilians. The soldiers were demanding back pay, immediate demobilization, and a meeting with President Chissano.",,1. Mozambique-politics: government reaches truce with mutineers. IPS-Inter Press Service. July 29 2994. LN. 2. Mozambique-politics: soldiers mutiy over demobilization. IPS-Inter Press Service. July 27 1994. LN. 3. Tank brigade ends mutiny. Deutsche Presse-Agentur. July 29 1994. LN. 4. Mozambican troops loot market in mutiny over demobilization. Deutsche Presse-Agentur. July 27 1994. LN. 5. Troops near Maputo involved in two separate mutinies. BBC Summary of world broadcasts. July 29 1994. LN. 6. Tank hold up in market. Associated Press Worldstream. July 27 1994. LN. 7. Tank-driving mutineers under control. Agence France Presse. July 29 1994. LN. 8. Mutineers roam suburbs in tanks. Agence France Presse. July 28 1994. LN. 9. Mozambican mutineers wreak havoc with tank. Agence France Presse. July 27 1994. LN.,"Maputo, Mozambique",,,,,,,,
,Mozambique,7/30/1994,541,1994,7,0,0,0,jmp,0,1,Soldiers mutiny over demobilization process; combining with 7.26,verify,MMDD,,,,,,,,,
,Mozambique,8/2/1994,541,1994,8,0,1,1,cmps,1,0,"Hundreds of soldiers mutinied in Quelimane, firing into the air and shooting at loyalist troops, taking the provincial military commander and an army captain hostage, and threatening to shell the city.The mutiny spread to Milange, Nicolada, and Issidua where the soldiers demanded immediate demobilization and demobilization benefits, citing lost patience with the government and UNOMOZ.",,"1. Naparamas end mutiny after meeting with government official. BBC Summary of world broadcasts. August 6 1994. LN. 2. Zambezia troop mutiny continues; nearly 9000 Naparamas irregulars mutiny. BBC Summary of world broadcasts. August 5 1994. LN. 3. Mutinying troops in Quelimane threaten to shell city, seize airport BBC Summary of world broadcasts. August 4 1994. LN. 4. Aid workers evacuated as soldiers mutiny. Agence France Presse. August 4 1994. LN. 5. Government troops mutiny in Mozambique. Agence France Presse. August 3 1994. LN.","Quelimane, Mozambique","Milange, Mozambique","Issidua, Mozambique","Nicoadala, Mozambique",,,,,
,Mozambique,2/23/1995,541,1995,2,0,1,1,cmps,1,1,"Soldiers of the 8th Infantry Brigade in Chokwa mutinied, jailing their officers, taking hostages, and seizing a goods train. They shot into the air, protesting poor conditions and low salaries and demanded immediate demobilization.",,"1. Mutiny ruffles Mozambique's fragile peace. The Guardian. March 3 1995. LN. 2. Disgruntled Mozambican soldiers' mutiny causing panic, says radio. Deutsche Presse-Agentur. February 24 1995. LN. 3. Troops on rampage over pay. Agence France Presse. February 24 1995. LN.","Chokwe, Mozambique",,,,,,,,
,Zimbabwe,2/8/1981,552,1982,2,0,0,0,jmp,0,0,Battle of Bulawayo; interforce violence,,White 2007JSAS,,,,,,,,,
,Zimbabwe,11/14/1998,552,1998,11,0,0,0,jmp,0,1,Soldiers refuse to deploy to DRC,,,,,,,,,,,
,Zimbabwe,3/15/2003,552,2003,3,0,0,0,jmp,0,1,Deserted soldiers recruited to terrorize civilians,,MMDD,,,,,,,,,
,Zimbabwe,10/6/2005,552,2005,10,0,1,1,cmps,1,0,"The army and air force mutinied, protesting the government's inability to provide food and/or increased salaries for the armed forces amidst hyperinflation.",,"1. Zimbabwe; Increased unrest among country's military. Africa News. October 6 2005. LN. 2. Zimbabwe; Mnangagwa, Gumbo locked in power struggle. Africa News. October 6 2005. LN. 3. Zimbabwe; marching on its stomach. Africa News. October 7 2005. LN.","Harare, Zimbabwe",,,,,,,,
,Zimbabwe,10/2/2008,552,2008,10,0,0,0,jmp,0,1,"Soldiers participate in general unrest during financial collapse, cholera epidemic, seize diamond facility",,MMDD,,,,,,,,,
,Zimbabwe,11/27/2008,552,2008,11,0,1,1,cmps,1,1,"Soldiers mutinied in Harare, looting banks and shops for several days. They were angry over mismanagement of funds leading to food, money, and medicine shortages.",,"1. Zimbabwe; soldiers riot over cash shortage. Africa News. November 28 2008. LN. 2. Zimbabwe; soldiers mount diamond terror campaign. Africa News. November 29 2008. LN. 3. Zimbabwe: Soldiers attack bank officials, civilians in capital. BBC Monitoring Africa. November 29 2008. LN. 4. Zim soldiers run amok as banks run out of cash. Argus Weekend. November 30 2008. LN. 5. Mugabe puts lock on troops. The Gazette. November 30 2008. LN. 6. Zimbabwe, Mugabe locks soldiers up as fears grow of revolt over pay. Ottowa Citizen. November 30 2008. LN. 7. Mugabe forced to lock up soldiers as fears grow of revolt over low pay; Military police and elite riot squads forced to quell unrest as hungry troops go on the rampage in Harare. The Sunday Telegraph. November 30 2008. LN. 8. Zimbabwe; running battles between soldiers and police in Harare. Africa News. December 1 2008. LN. 9. Zimbabwe; police and soldiers clash. Africa News. December 1 2008. LN. 10. Zimbabwe soldiers attack money changers in capital. The Associated Press. December 1 2008. LN. 11. Zimbabwe; soldiers run amok in capital. Africa News. December 2 2008. LN. 12. Zimbabwe army blames 'indisciplined soldiers' for Harare unprest. Agence France Presse. December 2 2008. LN. 13. Unpaid soldiers clash with riot police in Harare. The Daily Telegraph. December 2 2008. LN. 14. Mugabe troops riot in streets. The Mercury (South Africa) December 2 2008. LN. 15. Zimbabwe launches probe into looting soldiers. Agence France Presse. December 3 2008. LN. 16. Zim soldiers ordered to return to barracks. Cape Argus. December 3 2008. LN. 17. Frustrated soldiers clash with police in Zimbabwean capital over pay. The Irish Times. December 3 2008. LN. 18. Mugabe shaken by rioting soldiers. The Mercury. December 3 2008. LN. 19. Zimbabwe; govt panics as army riots. Africa News. December 4 2008. LN. 20. 16 Zimbabwe soldier held over looting, violence. Agence France Presse. December 4 2008. LN. 21. Zimbabwe soldiers to appear before a court martial: police. Agence France Presse. December 6 2008. LN. 22. Troops revolt as cholera threatend a final end to Mugabe's evil reign. Sunday Express. December 7 2008. LN. 23.","Harare, Zimbabwe",,,,,,,,
,Zimbabwe,1/20/2009,552,2009,1,0,1,1,cmps,1,1,"Hungry soldiers mutinied in Masvingo, looting shops belonging to MDC legislator for Mkoba, demanding food after rations were cut.",,1. Zimbabwe: Fears of army mutiny over pay. AllAfrica.com. January 24 2009. Google. 2. Zimbabwe; soldiers are the new illegal diamond minder. Africa News. January 20 2009. LN. 3. Zimbabwe: Rival soldiers allegedly clash over diamonds; military police deployed. BBC Monitoring Africa. January 20 2009. LN. 4. Zimbabwe; troops fume over pay.,"Masvingo, Zimbabwe",,,,,,,,
,Zimbabwe,8/11/2012,552,2012,8,0,1,2,jmp,0,1,Soldiers take over census ops; verify why,,MMDD,,,,,,,,,
,Malawi,8/2/1994,553,1994,8,0,0,0,jmp,0,1,"Malawian soldiers desert to Zambia, request asylum",,MMDD,,,,,,,,,
,Malawi,4/28/1995,553,1994,4,0,0,0,jmp,0,1,Maize smuggling scheme,,MMDD,,,,,,,,,
,Malawi,7/1/1996,553,1996,7,0,0,0,jmp,0,1,Colonel James Joloma attempts to incite a mutiny,,MMDD,,,,,,,,,
,Malawi,12/10/1997,553,1997,12,0,1,2,jmp,0,1,SOldiers mutiny over underpayment,,,,,,,,,,,
,Malawi,6/27/2015,553,2015,6,0,0,0,jmp,0,1,Possible mutiny over underpayment of PK wages (verify actions); this looks to me like the soldiers made a formal complaint to the government rather than undertood a mutiny,,https://www.nyasatimes.com/malawi-army-soldiers-demand-their-allowances-petition-govt/,,,,,,,,,
,South Africa,1/12/1984,560,1984,1,0,1,2,jmp,0,1,Mutiny over frustration with Angola war?,,MMDD,,,,,,,,,
,South Africa,10/23/1987,560,1987,10,0,1,2,jmp,0,1,Black SA soldiers mutiny in Angola,,MMDD,,,,,,,,,
,South Africa,9/1/1992,560,1992,9,0,0,0,jmp,0,1,Transkei forces mutiny (Transkei treated as independent by SA government at the time; Transkei had earlier mutinies),,MMDD,,,,,,,,,
,South Africa,10/14/1994,560,1994,10,0,1,2,jmp,0,0,"Former ANC soldiers incorporated into SANDF mutiny over ranks, resources",,,,,,,,,,,
,South Africa,4/22/1997,560,1997,4,0,1,1,cmps,1,0,"Mutinying soldiers marched 51 km from their base to the National Army Headquarters in Pretoria, protesting for salary demands.",,1. S. African officials arrest 51 mutinying soldiers. Agence France Presse. April 22 1997. LN. 2.,"Pretoria, South Africa",,,,,,,,
,South Africa,11/26/2008,560,2008,11,0,1,1,cmps,1,1,"Soldiers left their barracks in Lenasia, engaging in a peaceful protest against the lack of transport by walking the 20km to work. The soldiers were charged with mutiny due to the strict guidelines against marching.",,1. 200 soldiers held over walk; charges of mutiny laid in protest over lack of transport at base. The Star (South Africa). November 27 2008. LN. 2. 200 soldiers held over walk. Security.co.za. November 28 2008. Google. Available from: https://www.security.co.za/news/10899,"Lenasia, South Africa",,,,,,,,
,South Africa,8/27/2009,560,2009,8,0,1,1,cmps,1,1,"Troops angry about pay and conditions mutinied, protesting in the capital. This escalated into clashes with police forces.",,"1. South Africa army chief says protesting soldiers face discipline, grievances being addressed. The Canadian Press. September 4 2009. LN. 2. They would've been short for mutiny. IOL News. September 5 2009. Google. Available from: https://www.iol.co.za/news/south-africa/they-wouldve-been-shot-for-mutiny-457509","Pretoria, South Africa",,,,,,,,
,South Africa,9/6/2009,560,2009,9,0,0,0,jmp,0,1,mmdd mutiny; combined with 8/27/2009,,,,,,,,,,,
,Lesotho,1/23/1994,570,1994,1,0,1,1,cmps,1,1,"Soldiers mutinied in Maseru, demanding 100% pay increases and anger over internal rivalries. The mutiny was put down by intervention from the British Commonwealth.",,"1. A mutiny in little Lesotho is rattling big South Africa. The New York Times. January 24 1994. Google. 2. News Summary. January 25 1994. New York Times. Google. Available from: https://www.nytimes.com/1994/01/25/us/news-summary-979171.html 3. AM-Lesotho ; Deputy prime minister killed by rebel soldiers. The Canadian Press. April 14 1994. LN. 4.Cabinet ministers detained, shooting heard in capital. The Associated Press. April 14 1994. LN. 5. Lesotho-Politics: Deputy prime minister shot dead. IPS-Inter Press Service. April 14 1994. LN. 6. PR: maseru; mah-SEER'roo) Soldiers kill Lesotho minister. United Press International. Apri 14 1994.","Maseru, Lesotho",,,,,,,,
,Lesotho,4/14/1994,570,1994,4,0,1,1,cmps,1,1,"Soldiers angry over a pay dispute mutinied in the capital (Makonyane barracks), killing the deputy pm and taking other government officials hostage. The mutiny is believed to stem from unresolved demands made in the January 1994 mutiny.",,"1. Lesotho soldiers releaase four ministers. Xinhua News Agency. April 14 1994. LN. 2. Cabinet ministers detained, shooting heard in capital. The Associated Press. April 14 1994. LN. 3. AM-Lesotho ; Deputy prime minister killed by rebel soldiers. The Canadian Press. April 14 1994. LN. 4. Lesotho-Politics: Deputy prime minister shot dead. IPS-Inter Press Service. April 14 1994. LN. 5. Lesotho army factions stand facing each other. Xinhua News Agency. April 15 1994. LN. 6. Lesotho official killed in mutiny. The Washington Post. April 15 1994. LN. 7. Deputy prime minister killed by rebel soldiers. The Associated Press. April 14 1994. LN. 8. Lesotho prime ministr confirms coup in progress. Xinhua News Agency. April 14 1994. LN. 9. PR: maseru; mah-SEER'roo) Soldiers kill Lesotho minister. United Press International. Apri 14 1994. LN. 10. Cabinet Ministers detained, shooting heard in capital. Associated Press Worldstream. April 14 1994. LN.","Maseru, Lesotho",,,,,,,,
,Lesotho,3/4/1995,570,1995,3,0,1,1,cmps,1,0,"Junior officers in Maseru mutinied, taking the national security director and a government secretary hostage. The soldiers demanded the resignation of the two senior officers and indemnity from prosecution for their actions. The officials were released after 18 days.",,1. Junior Lesotho army officers release hostages. Deutsche Presse-Agentur. March 22 1995. LN. 2. Lesotho; Government efforts to free director of security services prove unsuccessful. BBC Summary of World Broadcasts. March 11 1995. LN. 3. Lesotho's security chief still taken hostage. Xinhua News Agency. March 8 1995. LN. 4. Junior officers hold security chief hostage. Associated Press Worldstream. March 8 1995. LN. 5. Foreign ministers demand release of hostages. Associated Press Worldstream. March 17 1995. LN. 6. Hostage drama enters fourth day. Agence France Presse. March 9 1995. LN. 7. Lesotho's state security chief taken hostage by army officers. Xinhua News Agency. March 7 1995. LN. 8. Former Lesotho minister abducted. Agence France Presse. March 29 1995. LN. 9. Third Government official taken hostage. Associated Press Worldstream. March 14 1995. LN. 10. Junior army officers take another hostage. Agence France Presse. March 14 1995. LN. 11. Rebel soldiers release hostages. Agence France Presse. March 23 1995. LN. 12. Lesotho; Director of security services taken hostage by junior officers. BBC Summary of World Broadcasts. March 9 1995. LN. 13. Junior army officers take national security director hostage. Agence France Presse. March 7 1995. LN. 14. Foreign Ministers condemn Lesotho hostage-takers. Agence France Presse. March 17 1995. LN.,"Quthing, Lesotho","Maseru, Lesotho",,,,,,,
,Lesotho,9/11/1998,570,1998,9,0,1,1,cmps,1,0,"Junior officers in Maseru mutinied, placing the commander of the army, the prime minister, and several other army officials under arrest and broadcasting a message on the radio. The soldiers forced the resignation of high-ranking army officials. The mutiny occurred in the aftermath of a report issued by the Langa Commission, detailing electoral fraud. South Africa and Botswana intervened to put down the mutiny.",,"1. How did Pretoria err? Lesotho counts the ways. The New York Times. September 27 1998. Google. 2. Military unrest in Lesotho. Associated Press Online. September 11 1998. LN. 3. Lesotho army officers flee the country: police. Agence France Presse. September 17 1998. LN. 4. Lesotho army commander resigns. Xinhua News Agency. September 11 1998. LN. 5. Lesotho calm amid conflicting reports of coup. Agence France Presse. September 12 1998. LN. 6. Lesotho: Mandela says modise secured release of army officers. BBC Monitoring Africa. September 14 1998. LN. 7. Lesotho crisis grows as junior officers mutiny. BBC Monitoring Africa. September 12 1998. LN. 8. Military unrest reported in Lesotho. Associated Press International. September 11 1998. LN. 9. Lesotho army chief and senior officers quit. Agence France Presse. September 11 1998. LN. 10. Tension mounts in Lesotho as junior army officers revolt. Deutsche Presse-Agentur. September 11 1998. LN. 11. Military unrest reported in Lesotho. Associated Press International. September 11 1998. LN. 12. Military rebellion simmers in African kingdom. Associated Press International. September 12 1998. LN. 13. Lesotho government 'in control' after coup rumors. Agence France Presse. September 12 1998. LN. 14. Soldiers join protesters in Lesotho. Associated Press international. September 15 1998. LN. 15. Lesotho premier under house arrest, senior army officers jailed. Agence France Presse. September 11 1998. LN. 16. Tension remains high in lesotho: reports. Xinhua News Agency. September 11 1998. LN. 17. Arrested Lesotho army officers released: Mandela. Agence France Presse. September 14 1998. LN. 18. Lesotho aarmy chief and senior officers quit. Agence France Presse. September 11 1998. LN. 19. Military unrest reported in Lesotho. Associated Press International. September 11 1998. LN. 20. Demonstrators close down gov't offices in Lesotho, army mutiny continues. Associated Press International. September 17 1998. LN.","Maseru, Lesotho",,,,,,,,
,Lesotho,9/22/1998,570,1998,9,0,0,0,jmp,0,1,Verify distinct from 9/11,,MMDD,,,,,,,,,
,Madagascar,2/13/1975,580,1975,2,0,0,0,jmp,0,0,"police kill leader, fighting ensues; coup attempt? ",,,,,,,,,,,
